[01-Sep-2013 20:13:34]  <IllFlower> All parties, launch when ready.
[01-Sep-2013 22:13:32]  <IllFlower> Since tubs don't make very good NPCs, this'll be a Demonic Influence conflict, at 4d6+4d10.
[01-Sep-2013 22:13:38]  * Barcode[YANO_Hitomi] looks at flare gun line, thinks of AoT
[01-Sep-2013 22:13:47]  <IllFlower> Level... well, you can't really talk to tubs, so we'll start at physical.
[01-Sep-2013 22:14:01]  <IllFlower> Bd+Ht, in other words.
[01-Sep-2013 22:14:09]  * Barcode[YANO_Hitomi] checks manual. forgets how demonic influence works
[01-Sep-2013 22:14:12]  <IllFlower> The stakes will be dispelling the enchantment.
[01-Sep-2013 22:14:19]  <IllFlower> Any objections?
[01-Sep-2013 22:14:27]  <Rig> Well, if Ayako is dispelling magic with magic shouldn't it start at magic?
[01-Sep-2013 22:14:32]  <Barcode[YANO_Hitomi]> Don't think so, though I'd like to throw in the Rule of Three thing. presumably we could link up and all that.
[01-Sep-2013 22:14:48]  <Barcode[YANO_Hitomi]> it's like unreal tournament, but with teenagers.
[01-Sep-2013 22:15:24]  <Ayako> Rig: Well, magic I think means magical weapons, as in the equivalent of guns.
[01-Sep-2013 22:15:29]  <IllFlower> Rig: I was thinking I'd reserve that for actual magical opponents, as opposed to ordinarily non-magical things that have been enchanted.
[01-Sep-2013 22:15:35]  <Rig> No problem.
[01-Sep-2013 22:15:49]  <IllFlower> It seems bizarre to open up the possibility of d10 fallout trying to open a storage bucket.
[01-Sep-2013 22:16:02]  <Barcode[YANO_Hitomi]> heheh.
[01-Sep-2013 22:16:04]  <Rig> It sounds fun.
[01-Sep-2013 22:16:10]  <Rig> "You die to a bucket."
[01-Sep-2013 22:16:18]  <IllFlower> "The bucket eats you."
[01-Sep-2013 22:16:22]  <Barcode[YANO_Hitomi]> Rig: think there's already a TF2 achievement called The Bucket Kicks You or whatever.
[01-Sep-2013 22:16:32]  <Rig> It's like a Mimic.
[01-Sep-2013 22:16:36]  <IllFlower> Perhaps.
[01-Sep-2013 22:16:54]  <IllFlower> Ayako: What say you?
[01-Sep-2013 22:17:07]  <Ayako> I'm mildly distracted, but it all sounds good.
[01-Sep-2013 22:17:43]  <Ayako> alright, my sister's family finally cleared the room
[01-Sep-2013 22:17:46]  <Ayako> so I'm ready
[01-Sep-2013 22:18:15]  <IllFlower> Well, I'll leave the opening venue at physical. If you feel the need to escalate to potentially lethal magic against a box, be my guest!
[01-Sep-2013 22:18:19]  * Barcode[YANO_Hitomi] flips through manual, frustratedly has no idea how this could work.
[01-Sep-2013 22:18:40]  <IllFlower> "When a character launches a conflict and there's no clear opposition, I roll 4d6 plus the Demonic Influence." p. 76.
[01-Sep-2013 22:18:48]  <Barcode[YANO_Hitomi]> Well yeah, but like, would this count as Ceremony, or?
[01-Sep-2013 22:18:59]  <IllFlower> No, you just See and Raise like normal.
[01-Sep-2013 22:19:06]  <IllFlower> I'd say Ayako ought to Raise first.
[01-Sep-2013 22:19:13]  <IllFlower> +roll 4d6+4d10
[01-Sep-2013 22:19:14]  <rollermine> IllFlower: (3+2+2+1)+(8+3+2+8)=29
[01-Sep-2013 22:19:20]  <IllFlower> 12223388.
[01-Sep-2013 22:19:20]  <Barcode[YANO_Hitomi]> aight. though "physical" just makes me think "ayako repeatedly tries to grab the box but it shocks her repeatedly."
[01-Sep-2013 22:19:27]  <Ayako> Right, just collecting which dice to use.
[01-Sep-2013 22:19:47]  <IllFlower> Barcode[YANO_Hitomi]: It'll be a little more interesting than that, one hopes.
[01-Sep-2013 22:20:00]  <Barcode[YANO_Hitomi]> Body and Heart, Ayako.
[01-Sep-2013 22:20:14]  <Ayako> +roll 2d6+3d6+2d10 >! let's start off with Bd+Ht+"well read"
[01-Sep-2013 22:20:15]  <rollermine> (6+1)+(2+3+6)+(6+2)=26
[01-Sep-2013 22:20:20]  <IllFlower> Barcode[YANO_Hitomi]: https://room208.org/logs/ditv/02-fowler-ridge/1.html#m-20120609215549114
[01-Sep-2013 22:20:20]  <Omnipresence> 14URL: [room208.org] No title found.
[01-Sep-2013 22:20:25]  <Ayako> Barcode[YANO_Hitomi]: I meant in terms of possessions and traits and such.
[01-Sep-2013 22:20:35]  <IllFlower> Ayako: 1223666.
[01-Sep-2013 22:23:11]  <Ayako> Since the simple counterspell failed to work, Ayako decides to open up her more complex magical toolbox.  She begins a soft chant, designed to weaken demonic influences.  Raise 36, leave 12266.
[01-Sep-2013 22:24:04]  <IllFlower> I'm going to pretend she lays hands on it in the process.
[01-Sep-2013 22:24:30]  <Ayako> That's an element of ceremony, yes?
[01-Sep-2013 22:24:51]  <IllFlower> Oh, I don't mean ceremonially, specifically.
[01-Sep-2013 22:24:55]  <IllFlower> Just that she touches it somehow.
[01-Sep-2013 22:25:14]  <IllFlower> The only real effect ceremony has is on fallout, and I doubt anyone cares if this box takes fallout.
[01-Sep-2013 22:25:30]  <Barcode[YANO_Hitomi]> aight.
[01-Sep-2013 22:25:44]  <Ayako> ah, okay, yeah
[01-Sep-2013 22:25:51]  <Barcode[YANO_Hitomi]> oh, i thought ceremony was "you add dice as you do things" too, isn't it?
[01-Sep-2013 22:26:02]  <Barcode[YANO_Hitomi]> oh, isn't ceremony also*
[01-Sep-2013 22:26:26]  <Barcode[YANO_Hitomi]> not that it applies here. this can wait
[01-Sep-2013 22:27:26]  <IllFlower> The crate's surface warps away from Ayako's hands, as if trying to avoid the effects of her spell. See 18. The plastic begins to froth and bubble, and a boiling heat rises underneath Ayako's palms. Raise 28, leave 2233.
[01-Sep-2013 22:27:49]  <IllFlower> Barcode[YANO_Hitomi]: No, the only dice that change are the fallout dice the opponent has to take for taking the blow, if that applies.
[01-Sep-2013 22:27:57]  <Barcode[YANO_Hitomi]> i see.
[01-Sep-2013 22:28:13]  <Ayako> Just to be clear, bringing in a costume and transforming is separate from escalating the conflict?
[01-Sep-2013 22:28:32]  <IllFlower> I don't see why not.
[01-Sep-2013 22:28:43]  <IllFlower> I assume you're going to use it to summon some kind of protection?
[01-Sep-2013 22:28:58]  <Ayako> Yeah.
[01-Sep-2013 22:29:05]  <Barcode[YANO_Hitomi]> Costumes as a sort of protection layer's what i thought they'd be, at any rate.
[01-Sep-2013 22:29:07]  <IllFlower> No objections here.
[01-Sep-2013 22:29:08]  <Ayako> +roll 2d6
[01-Sep-2013 22:29:08]  <rollermine> Ayako: (1+3)=4
[01-Sep-2013 22:29:08]  <Barcode[YANO_Hitomi]> costumes being a*
[01-Sep-2013 22:29:11]  <Barcode[YANO_Hitomi]> ow.
[01-Sep-2013 22:29:16]  <Ayako> not that it actually helped.
[01-Sep-2013 22:29:24]  <Barcode[YANO_Hitomi]> well, 3's okay. just not super fancy.
[01-Sep-2013 22:29:41]  <Ayako> well actually
[01-Sep-2013 22:29:48]  <Ayako> 1122366
[01-Sep-2013 22:30:18]  <Barcode[YANO_Hitomi]> You'll need 3 dice anyway, but  the box won't have much left after that.
[01-Sep-2013 22:30:29]  <IllFlower> No, he can see 66.
[01-Sep-2013 22:30:32]  <Barcode[YANO_Hitomi]> oh right.
[01-Sep-2013 22:31:17]  * Barcode[YANO_Hitomi] stares at 2233. shonen stare panel
[01-Sep-2013 22:32:38]  <IllFlower> Ayako?
[01-Sep-2013 22:32:40]  <Ayako> Ayako, sensing danger, instinctively forms her magical costume...unfortunately for her, while it comes with a default layer of magical protection, it does not actually come with gloves.  See 136, leave 1226, take 3d6 fallout.
[01-Sep-2013 22:32:57]  <IllFlower> Works for me.
[01-Sep-2013 22:33:25]  <Barcode[YANO_Hitomi]> Works for me, though I would imagine exposed skin in a costume wouldn't necessarily be your "weak points". (iunno, iwas thinking more "it scalds at you before you get to your costume)
[01-Sep-2013 22:33:47]  <Barcode[YANO_Hitomi]> or the heat gets through aethereally, of course.
[01-Sep-2013 22:33:56]  <Barcode[YANO_Hitomi]> complications. ignore me
[01-Sep-2013 22:34:08]  <Ayako> well, there's the magical protection still, so it's not full effects :p
[01-Sep-2013 22:34:21]  <Barcode[YANO_Hitomi]> true true.
[01-Sep-2013 22:35:32]  <IllFlower> Raise?
[01-Sep-2013 22:35:43]  <Barcode[YANO_Hitomi]> oh yeah >_<
[01-Sep-2013 22:35:53]  <Ayako> Yeah, was just pulling up a Latin dictionary for a word. :P
[01-Sep-2013 22:36:42]  <IllFlower> Taking this seriously, I see.
[01-Sep-2013 22:38:30]  <Ayako> She then, her hands pulled away from the now burning tub, moves into a forward pose.  "Gelum fac!" she shouts, her hand pointing towards the tub but not actually touching it this time.  Raise 16, leave 22.
[01-Sep-2013 22:38:55]  <Barcode[YANO_Hitomi]> Alright, guest's over. getting a chair, should be able to run up and chekc results sporadically for the next 3 minutes or something
[01-Sep-2013 22:39:05]  <Barcode[YANO_Hitomi]> then i'll be back after eating.
[01-Sep-2013 22:39:19]  * IllFlower looks at dice
[01-Sep-2013 22:40:27]  <IllFlower> I give. The tub's lid pops off with a resounding crack, then promptly shatters into a million fragments upon hitting the ground.
[01-Sep-2013 22:40:36]  <IllFlower> Ayako: Roll your 3d6 fallout, then we'll continue.
[01-Sep-2013 22:40:43]  <Ayako> +roll 3d6
[01-Sep-2013 22:40:44]  <rollermine> Ayako: (1+6+3)=10
[01-Sep-2013 22:41:28]  <Ayako> is that...long-term fallout
[01-Sep-2013 22:41:30]  <Ayako> ?
[01-Sep-2013 22:41:37]  <IllFlower> 9. Long-term fallout.
[01-Sep-2013 22:41:47]  <IllFlower> Also one experience fallout item, for the 1 you rolled.
[01-Sep-2013 22:42:08]  <Barcode[YANO_Hitomi]> lol, you could add 1 and subtract 1 from one of your stats
[01-Sep-2013 22:42:34]  <Ayako> Well, for long-term fallout, I feel like the most thematically appropriate would be something with the costume, lol.
[01-Sep-2013 22:42:37]  <IllFlower> You can work out the details later - I imagine costume damage might be an appropriate fallout item.
[01-Sep-2013 22:43:03]  <Barcode[YANO_Hitomi]> Oh! Your witch-y costume could have like ,scorch marks all along the bottom of the cloak part.
[01-Sep-2013 22:43:05]  <IllFlower> Meanwhile, Ayako peers into the tub to find... hm, I wonder.
[01-Sep-2013 22:43:31]  <Barcode[YANO_Hitomi]> as for experience you oughta do something like "I got into an hoenst-to-god somewhat-dangerous real-world magic situation or something, for improved confidence and what not.
[01-Sep-2013 22:43:35]  <Ayako> Yeah, I was figuring that it would have some scorching.
[01-Sep-2013 22:43:36]  <Barcode[YANO_Hitomi]> (do what you wnat in either case, of course.)
[01-Sep-2013 22:43:48]  <IllFlower> The answer is "books," by the way. Lots and lots of books.
[01-Sep-2013 22:44:16]  *** Saladofstones <~Saladofst@pool-70-104-149-221.lsanca.fios.verizon.net> has joined #madokamadness
[01-Sep-2013 22:44:49]  <Rig> "Looks like we found the books."
[01-Sep-2013 22:44:57]  <Rig> "But what do they have to do with this girl?"
[01-Sep-2013 22:45:27]  <IllFlower> Only some of them, it looks like. A few of the books on the list are missing.
[01-Sep-2013 22:45:49]  <Barcode[YANO_Hitomi]> Hitomi thinks. "Right now I"m wondering if we should take her to the nurse or take her somewhere till we can ask her about all this..."
[01-Sep-2013 22:46:06]  <IllFlower> Conveniently enough, Shirakawa begins to stir. Maybe the commotion awakened her.
[01-Sep-2013 22:46:09]  <IllFlower> **
[01-Sep-2013 22:46:18]  <Barcode[YANO_Hitomi]> "Oh! How convenient."
[01-Sep-2013 22:46:31]  <Ayako> "Perhaps we should send someone back with the books, at least.  Maybe Hitomi, since she seems rather nervous about being on school grounds..."
[01-Sep-2013 22:46:47]  <Ayako> (and needs to eat dinner, so here's an in-story excuse for her absence)
[01-Sep-2013 22:46:54]  <Barcode[YANO_Hitomi]> ((heheh.))
[01-Sep-2013 22:47:33]  <Barcode[YANO_Hitomi]> "...Reasonable." She starts stuffing them in her bag.
[01-Sep-2013 22:47:36]  <Ayako> (Shirakawa: "Ayako, are you a cosplayer?")
[01-Sep-2013 22:47:43]  <IllFlower> (Isn't it always the case that the unconscious hostage wakes up immediately after the action is over, though?)
[01-Sep-2013 22:48:09]  <Barcode[YANO_Hitomi]> ((alright yeah i'll be back. thereis the whole gameplay-without-someone thing but if yall are strsapped for time/don't feel like waiting 30-60 minutes for me to get back i won't take offense))
[01-Sep-2013 22:48:30]  <Rig> I'd appreciate it if we could wrap it up.
[01-Sep-2013 22:48:42]  <Rig> I need to go visit my grandmother and pick people up from the airport.
[01-Sep-2013 22:48:45]  <IllFlower> Yeah, we're going to run this to a close.
[01-Sep-2013 22:49:25]  <IllFlower> Shirakawa looks around the interior of the shed, wide-eyed.
[01-Sep-2013 22:50:16]  <IllFlower> Her eyes seem to skip right over Ayako's costumed figure, as if it's of no remark, but she seizes up when she sees the opened tub with what appears to be steam pouring out of the top. **
[01-Sep-2013 22:51:10]  <Rig> Jun follows Shirakawa's gaze. "Know something about that?"
[01-Sep-2013 22:51:52]  <IllFlower> Shirakawa struggles to put together a sentence. "What - what happened...? Why is there...?" **
[01-Sep-2013 22:53:33]  <Rig> Jun tries to tone down the accusations. The girl was just suspended upside down and doing her best impression of a bat. "Okay, it's okay. What's the last thing you remember?"
[01-Sep-2013 22:54:54]  <IllFlower> "I - I was leaving school, and then I... I don't remember much after that...
[01-Sep-2013 22:55:18]  <IllFlower> "Who are you? I've never seen you before, even though you're wearing our uniform..." **
[01-Sep-2013 22:57:50]  <Rig> "I'm, uh, new. A transfer…" Jun sort of trails off. "I was looking for Yuzuru. Do you know him?" Jun asks, trying to drive the conversation somewhere else.
[01-Sep-2013 22:57:51]  <Ayako> "We're here to help.  You were hanging upside down when we fonud you."
[01-Sep-2013 23:01:00]  <IllFlower> "Yuzuru...? Taniguchi? I know his sister, but -" Shirakawa abruptly stops short. **
[01-Sep-2013 23:01:29]  <Ayako> "Kotomi?"
[01-Sep-2013 23:02:04]  *** SpruceZeus is now known as SpruceZeus|away
[01-Sep-2013 23:02:05]  <IllFlower> "Kotomi... are you friends of hers?" **
[01-Sep-2013 23:02:27]  <Rig> Jun shrugs. "Kind of."
[01-Sep-2013 23:03:26]  <IllFlower> "K-kind of... I see." She fixes her gaze on the tub, which has by now stopped smoking. "H-have you seen her lately, or...?"
[01-Sep-2013 23:03:34]  <IllFlower> **
[01-Sep-2013 23:03:52]  <Rig> "We were looking for her actually."
[01-Sep-2013 23:04:55]  <IllFlower> Shirakawa looks at Jun with wide eyes for a second, then down at the mats below her.
[01-Sep-2013 23:05:47]  <IllFlower> "I'm sorry, I'm sorry, I don't know, I don't know, I'm sorry, I'm so sorry -" she starts muttering tremulously. **
[01-Sep-2013 23:07:11]  <Ayako> "It's okay.  We're just worried."
[01-Sep-2013 23:08:38]  <IllFlower> The girl turns to look at Ayako. Maybe her fear response has finally kicked in, but one look and she begins backing away from the costumed figure.
[01-Sep-2013 23:08:51]  *** SpruceZeus|away is now known as SpruceZeus
[01-Sep-2013 23:08:56]  <IllFlower> "You're coming for - for me, aren't you? I don't know, I don't know..." **
[01-Sep-2013 23:10:47]  <Ayako> "I'm not sure how much we're going to get from her, Jun."
[01-Sep-2013 23:10:57]  <Saladofstones> ((its a trap))
[01-Sep-2013 23:11:31]  <Rig> Jun holds out her hands flat with the palms up. "We're not coming for anyone," she says. Ayako is probably right. This girl doesn't have any information that she can give them.
[01-Sep-2013 23:12:14]  <Rig> Something is definitely happening here, but the direct approach isn't solving things.
[01-Sep-2013 23:12:23]  <Rig> Jun wants to do a stakeout.
[01-Sep-2013 23:13:24]  <IllFlower> That would be an interesting conflict.
[01-Sep-2013 23:13:38]  <IllFlower> I think we'll have to wait to do anything like that until the next session, though.
[01-Sep-2013 23:13:46]  <IllFlower> Considering you do have to be on your way and everything.
[01-Sep-2013 23:13:54]  <Rig> Yeah.
[01-Sep-2013 23:14:06]  <Rig> But I think it may be time to be a bit sneaky and indirect.
[01-Sep-2013 23:14:20]  <IllFlower> Sounds like a plan.
[01-Sep-2013 23:14:24]  <Ayako> A stakeout could be fun, but yeah, this is probably a good stopping point.
[01-Sep-2013 23:14:45]  <IllFlower> All right. We'll wrap for today. Apologies for the slow pace.
[01-Sep-2013 23:15:01]  <IllFlower> I think I'll have time to continue next weekend. I'll keep you guys posted.
[01-Sep-2013 23:15:08]  <IllFlower> Thanks for playing, guys.
