[13-Aug-2013 20:26:33]  <IllFlower> Okay, let's get this party started.
[13-Aug-2013 22:03:28]  *** BGTCantIntoCompRepair <Mibbit@pool-71-180-144-151.tampfl.fios.verizon.net> has quit IRC (Quit: http://www.mibbit.com ajax IRC Client)
[13-Aug-2013 22:03:34]  <Barcode[YANO_Hitomi]> hmph. I think I'll leave the baton out of this, it's not gonna help with another grab.
[13-Aug-2013 22:04:30]  <IllFlower> You could try to kneecap him, haha.
[13-Aug-2013 22:05:40]  <Barcode[YANO_Hitomi]> Could swing out just trying to do anything, but i'm having a hard time seeing it working from the ground...
[13-Aug-2013 22:05:57]  <IllFlower> Do you want to Give here?
[13-Aug-2013 22:06:02]  <Barcode[YANO_Hitomi]> though if it's closer she could always crack him in the ribs...
[13-Aug-2013 22:06:50]  <IllFlower> So violent.
[13-Aug-2013 22:06:57]  <Barcode[YANO_Hitomi]> I could easily wind him like that, but. What do you guys think?
[13-Aug-2013 22:07:08]  <Ayako> Do you think Hitomi would do it?
[13-Aug-2013 22:07:19]  <IllFlower> Barcode[YANO_Hitomi]: You'd have to respond to his trying to kick free first.
[13-Aug-2013 22:07:25]  <Rig> Can you even see?
[13-Aug-2013 22:07:33]  <Barcode[YANO_Hitomi]> IllFlower: Well yeah, but if I roll 4 or higher on the baton I could Reverse the Blow.
[13-Aug-2013 22:07:40]  <IllFlower> Oh, true.
[13-Aug-2013 22:08:12]  <Barcode[YANO_Hitomi]> Ayako: Well, she's not gonna beat him into a coma, but she's certainly trying to catch him, so.
[13-Aug-2013 22:08:58]  <Barcode[YANO_Hitomi]> actually you'd want to hit someone in the gut, not the ribs...
[13-Aug-2013 22:09:07]  <IllFlower> It's rare that you have exactly a 50 percent chance of gaining the upper hand here, but you do!
[13-Aug-2013 22:09:38]  <IllFlower> 4 or higher and I have to give or escalate, 3 or lower and the shoe's on the other foot.
[13-Aug-2013 22:09:59]  <Barcode[YANO_Hitomi]> oh, i could hit him in like, the hamstring.
[13-Aug-2013 22:10:15]  <IllFlower> Yeah, just hit him in the leg and that'd make it reasonably hard for him to run.
[13-Aug-2013 22:10:40]  <Barcode[YANO_Hitomi]> fuck it. let's at least try.
[13-Aug-2013 22:11:00]  <Barcode[YANO_Hitomi]> +roll d6 > dragging us on as it is
[13-Aug-2013 22:11:00]  <rollermine> dragging us on as it is: 6=6
[13-Aug-2013 22:11:03]  <Barcode[YANO_Hitomi]> snerk
[13-Aug-2013 22:11:04]  <Ayako> awesome
[13-Aug-2013 22:11:29]  <IllFlower> Well, damn, who'd've thought.
[13-Aug-2013 22:11:41]  <Ayako> I was expecting 3 exactly, really
[13-Aug-2013 22:11:56]  <Ayako> because even though it's a good RNG I still expect it to act like a petulant human being
[13-Aug-2013 22:12:33]  <Barcode[YANO_Hitomi]> Hitomi gets a few raw fingers as Kazuto kicks away her grasp and, in another flare of anger, unhooks the baton from her beltloop and swings it open. She brings it around and scores a lucky hit halfway up his thigh. See 6.
[13-Aug-2013 22:13:58]  <Barcode[YANO_Hitomi]> Hitomi scrambles up as Kazuto stumbles and gets ahead of him, holding the baton ready for a more proper swing. "Don't fucking move!" she shouts, visibly exhausted. Raise 1(6). Leave nothing.
[13-Aug-2013 22:14:11]  <IllFlower> Well, I have no interest in escalating, so I give.
[13-Aug-2013 22:14:42]  <Barcode[YANO_Hitomi]> I'd like to apologize to everyone for being reluctant to make reasonable in-character decisions...
[13-Aug-2013 22:14:48]  <Barcode[YANO_Hitomi]> for stalling in reluctance to make*
[13-Aug-2013 22:14:52]  <Ayako> nonono don't apologize that was awesome
[13-Aug-2013 22:15:18]  <Rig> Okay, I think you narrate what happens next though, Barcode.
[13-Aug-2013 22:15:28]  <Barcode[YANO_Hitomi]> oh, cool.
[13-Aug-2013 22:15:34]  <IllFlower> Kazuto heaves a sigh, but otherwise remains prone on the ground. A large welt is already beginning to appear on his thigh where Hitomi hit him.
[13-Aug-2013 22:15:37]  <IllFlower> **
[13-Aug-2013 22:16:10]  <IllFlower> (I guess the baton tore the fabric of whatever he was wearing. Eh, whatever.)
[13-Aug-2013 22:16:19]  <Barcode[YANO_Hitomi]> heh.
[13-Aug-2013 22:16:53]  <IllFlower> I guess Ayako and Jun will catch up at some point, but for now Hitomi's got the captain's chair.
[13-Aug-2013 22:17:58]  <Barcode[YANO_Hitomi]> Well, they're not too far behind. one second...
[13-Aug-2013 22:18:16]  <Barcode[YANO_Hitomi]> Hitomi eases her stance slightly. Between the running and the falling and the scuffling and the use of a personal defense weapon offensively in public, she's shaking. "Jun! ... Ayako! ...Well!?"
[13-Aug-2013 22:18:35]  <Ayako> Ayako tries to pull through the crowd to reach Hitomi and Kazuto.  Presumably she'll reach as soon as it's dramatically convenient.
[13-Aug-2013 22:19:42]  <Barcode[YANO_Hitomi]> "...You two mind searching this rat? I'm not about ready to put away this baton." She swallows, continues drawing ragged breath.
[13-Aug-2013 22:20:48]  <Rig> Jun steps out from the crowd, "We should probably take you two to the hospital," she says, glancing around at the crowd that still appears confused on whether they should intervene or run.
[13-Aug-2013 22:21:04]  <Rig> "Our game of tag got a little out of hand," she laughs.
[13-Aug-2013 22:21:40]  <Barcode[YANO_Hitomi]> Hitomi relaxes a little, grimacing. Supposedly he wouldn't try anything now that they're all surrounding him.
[13-Aug-2013 22:22:21]  <Barcode[YANO_Hitomi]> (You oughta search him, Ayako. you'd identify the book anyway.)
[13-Aug-2013 22:22:38]  <IllFlower> As it becomes clearer and clearer that the fight is over, the onlookers gradually dissipate into the flow of pedestrians.
[13-Aug-2013 22:22:49]  <Ayako> (yeah, it's just that I have to decide how to approach that)
[13-Aug-2013 22:23:26]  <Barcode[YANO_Hitomi]> i guess IF's on it? (if he moves Hitomi smacks 'im again anyway. Hitomi would let Ayako know of that.)
[13-Aug-2013 22:24:16]  <IllFlower> It's a small book, tucked away in Kazuto's breast pocket. He offers no resistance as Ayako turns him over and extracts it from his possession.
[13-Aug-2013 22:24:37]  <Rig> ((Do we happen to know this kid?))
[13-Aug-2013 22:25:37]  <IllFlower> Nope. As far as you know, he's a total stranger.
[13-Aug-2013 22:26:06]  <Barcode[YANO_Hitomi]> ((waitin' on stars.))
[13-Aug-2013 22:26:16]  <IllFlower> **
[13-Aug-2013 22:26:49]  <Barcode[YANO_Hitomi]> Hitomi relaxes into a regular standing posture, baton still in hand. "Thanks for cooperating," she says flatly.
[13-Aug-2013 22:26:50]  *** BGTCannotIntoCompRepair <Mibbit@pool-71-180-144-151.tampfl.fios.verizon.net> has joined #madokamadness
[13-Aug-2013 22:26:57]  <IllFlower> If you'd like to interrogate him, there's no time like the present.
[13-Aug-2013 22:27:32]  <Ayako> Ayako examines the book, trying to identify it.
[13-Aug-2013 22:27:52]  <Rig> Do we need to conflict to interrogate?
[13-Aug-2013 22:28:00]  <IllFlower> Depends on what you ask him.
[13-Aug-2013 22:28:55]  <Ayako> IllFlower: Does Ayako note anything?
[13-Aug-2013 22:29:48]  <Rig> Jun crouches down in front of the boy and puts on the same expression she uses when she spars with her kendo group. "What the hell were you trying to do? Do you have any idea what you took?"
[13-Aug-2013 22:30:10]  <IllFlower> Ayako: Underneath a line of what appears to be Greek text on the cover is the title "Familiars and the Channeling of Magical Powers into Individuals." The text is, well, dense.
[13-Aug-2013 22:31:07]  <IllFlower> Rig: "Information wants to be free," Kazuto says in an inexpressive monotone. **
[13-Aug-2013 22:33:45]  <Rig> Jun shakes her head and look up at Hitomi. "I imagine this is the part where you play bad cop."
[13-Aug-2013 22:34:27]  <Ayako> Ayako whispers into Jun's ear.  ("I'm not sure, since the title's a bit vague, but I think he just snatched a book about producing new initiates.")
[13-Aug-2013 22:34:53]  <Barcode[YANO_Hitomi]> Hitomi spares a moment to pat road dust away from her street clothes. "You're not content with what the Familiars teach us? What you see in your own work?"
[13-Aug-2013 22:36:05]  <Barcode[YANO_Hitomi]> No real outrage shows in her voice.
[13-Aug-2013 22:36:12]  <IllFlower> Kazuto remains unmoved. "You know that phrase 'don't judge a book by its cover'?" **
[13-Aug-2013 22:36:13]  <Barcode[YANO_Hitomi]> , but no compassion, either.*
[13-Aug-2013 22:37:02]  <Barcode[YANO_Hitomi]> "O ain't judging anything. I was sent with these two to catch you and retrieve the book, and
[13-Aug-2013 22:37:04]  <Barcode[YANO_Hitomi]> er
[13-Aug-2013 22:37:24]  <Barcode[YANO_Hitomi]> "I'm not judging anything. I was sent with these two to catch you and retrieve the book, and that's what we've done. Unless Ayako here thinks anything more of your little prize..." *
[13-Aug-2013 22:38:58]  <Barcode[YANO_Hitomi]> She starts working on retracting the baton, keeping her eyes level on Kazuto.
[13-Aug-2013 22:39:03]  <Rig> "We've done what we needed to. Let's get him and the book back to the library." *
[13-Aug-2013 22:39:27]  <Barcode[YANO_Hitomi]> (oh, the one asterisk was to fix that. but yeah, I'm done there.) **
[13-Aug-2013 22:40:59]  <Ayako> Ayako flips through the first few pages.  "So what exactly do you need with the magic of the familiars?  If it were just spreading information, surely you'd've picked something more applicable to the everyday initiate..."
[13-Aug-2013 22:42:12]  <Barcode[YANO_Hitomi]> ((sorry, i didn't mean to drag this on - i was assuming IllFlower would have some exposition about the book as we headed off))(
[13-Aug-2013 22:42:28]  <Barcode[YANO_Hitomi]> ((just that, like, ayako's the one who would be the one to know anything about it, during said exposition.))
[13-Aug-2013 22:43:43]  <Ayako> (yeah, my biggest problem was not being entirely sure as to what Ayako should even know.  I'm guessing there's some FORBIDDEN KNOWLEDGE" stuff though)
[13-Aug-2013 22:44:56]  <IllFlower> Kazuto says nothing. He doesn't seem like much of a talker. **
[13-Aug-2013 22:46:30]  <Barcode[YANO_Hitomi]> ((I could get into an interrogation conflict, see if I could scare him. I just feel like I've already pulled enough attention as it is. >_>))
[13-Aug-2013 22:46:54]  <Ayako> (I was considering something like "We have two options: go back, or let Hitomi be Hitomi all over him")
[13-Aug-2013 22:48:11]  <Barcode[YANO_Hitomi]> Hitomi, meanwhile, has exchanged the baton for a cigarette. "Jun's right. Let's just take him back."
[13-Aug-2013 22:48:13]  <Barcode[YANO_Hitomi]> **
[13-Aug-2013 22:48:50]  <Barcode[YANO_Hitomi]> ((hitomi hits kazuto with a cigarette))
[13-Aug-2013 22:49:06]  <Ayako> (Hitomi puts out the cigarette on Kazuto)
[13-Aug-2013 22:49:16]  <Barcode[YANO_Hitomi]> ((but yeah. if there's a library maybe we can get some more info there and stuff.))
[13-Aug-2013 22:49:40]  <Barcode[YANO_Hitomi]> ((switching to laptop so that I can go eat some TASTY BURGERS))
[13-Aug-2013 22:49:59]  *** Barcode <~Barcode@dhcp-0-18-e7-f8-27-1.cpe.sourcecable.net> has joined #madokamadness
[13-Aug-2013 22:49:59]  *** ChanServ sets mode: +o Barcode
[13-Aug-2013 22:50:01]  <IllFlower> I think this is a good stopping point, actually.
[13-Aug-2013 22:50:20]  <IllFlower> We can pick up in the library and stuff next session.
[13-Aug-2013 22:50:25]  <Barcode[YANO_Hitomi]> Ah, kay.
[13-Aug-2013 22:50:27]  *** Barcode[YANO_Hitomi] <~Barcode@dhcp-0-18-e7-f8-27-1.cpe.sourcecable.net> has quit IRC (Quit: Livin' on borrowed time.)
[13-Aug-2013 22:50:28]  <Ayako> alrighty
[13-Aug-2013 22:50:30]  <Ayako> when'll that be?
[13-Aug-2013 22:50:52]  <Barcode> I'd like to apologize again for squirming. I'll get used to this character soon enough.
[13-Aug-2013 22:50:54]  <IllFlower> Next Monday, possibly.
[13-Aug-2013 22:51:06]  <Rig> Woo, one chase scene down.
[13-Aug-2013 22:51:42]  <Barcode> Then, i can not contribute to us only getting through one conflict in the whole session. >_<
[13-Aug-2013 22:53:35]  <Ayako> but yeah, that was fun
[13-Aug-2013 22:53:46]  <Barcode> ^
[13-Aug-2013 22:53:51]  *** Ayako <~minakami@2607:f010:2ba:2:21c:25ff:febc:692> has left #madokamadness
[13-Aug-2013 22:54:25]  <IllFlower> Glad to hear it. Thanks for playing, you guys.
